|team|fga
2431|San Francisco|1
2432|Tampa Bay|5
2433|Indianapolis|2
2434|Dallas|2
2435|LA Chargers|2
2436|NY Jets|1
2437|LA Rams|2
2438|Tennessee|1
2439|Green Bay|2
2440|Pittsburgh|3
2441|Tampa Bay|2
2442|Philadelphia|2
2443|Baltimore|1
2444|Washington|4
2445|Oakland|0
2446|Denver|0
2447|NY Giants|4
2448|Seattle|2
2449|Cincinnati|2
2450|Jacksonville|4
2451|Philadelphia|1
2452|Baltimore|5
2453|Chicago|3
2454|Carolina|3
2455|Atlanta|1
2456|Detroit|3
2457|Houston|1
2458|Miami|0
2459|LA Chargers|1
2460|Minnesota|0
2461|Seattle|1
2462|Arizona|2
2463|New England|3
2464|Detroit|1
2465|Dallas|2
2466|Green Bay|2
2467|NY Jets|1
2468|Houston|1
2469|Tennessee|0
2470|Indianapolis|4
2471|Cincinnati|1
2472|Atlanta|1
2473|Washington|3
2474|Kansas City|4
2475|Jacksonville|4
2476|San Francisco|2
2477|Seattle|0
2478|Denver|2
2479|Cleveland|3
2480|Detroit|3
2481|LA Rams|1
2482|Buffalo|2
2483|Minnesota|0
2484|Tennessee|0
2485|Chicago|4
2486|Cleveland|2
2487|Tampa Bay|1
2488|Miami|0
2489|NY Giants|3
2490|LA Chargers|2
2491|Oakland|1
2492|New Orleans|1
2493|New England|0
2494|Pittsburgh|4
2495|Washington|4
2496|Arizona|3
2497|Philadelphia|3
2498|Chicago|1
2499|Jacksonville|1
2500|Cincinnati|3
2501|LA Rams|0
2502|Cleveland|2
2503|Tampa Bay|2
2504|NY Jets|4
2505|Baltimore|2
2506|Carolina|1
2507|Kansas City|2
2508|Denver|5
2509|Green Bay|0
2510|Houston|2
2511|Miami|1
2512|LA Rams|1
2513|Dallas|3
2514|NY Giants|0
2515|Minnesota|1
2516|Indianapolis|1
2517|New England|5
2518|Jacksonville|1
2519|Baltimore|0
2520|Washington|0
2521|Oakland|2
2522|Seattle|3
2523|San Francisco|1
2524|Pittsburgh|2
2525|LA Chargers|2
2526|Philadelphia|1
2527|New Orleans|2
2528|Oakland|2
2529|Philadelphia|1
2530|Tennessee|0
2531|Baltimore|2
2532|Buffalo|1
2533|Miami|2
2534|NY Jets|2
2535|Atlanta|3
2536|Kansas City|1
2537|Tampa Bay|1
2538|Detroit|4
2539|New Orleans|3
2540|Arizona|1
2541|Seattle|1
2542|Minnesota|5
2543|Denver|3
2544|Indianapolis|3
2545|Atlanta|2
2546|Miami|3
2547|Cincinnati|1
2548|Houston|4
2549|Cleveland|4
2550|Buffalo|3
2551|Chicago|2
2552|Dallas|0
2553|NY Giants|3
2554|Denver|2
2555|San Francisco|4
2556|Carolina|1
2557|Arizona|1
2558|Kansas City|0
2559|Green Bay|2
2560|Carolina|3
2561|Buffalo|1
2562|Green Bay|2
2563|Oakland|2
2564|Cincinnati|4
2565|Cleveland|1
2566|Chicago|0
2567|LA Chargers|3
2568|Tampa Bay|1
2569|Minnesota|6
2570|Miami|2
2571|NY Giants|0
2572|Detroit|1
2573|New England|3
2574|Pittsburgh|1
2575|LA Rams|0
2576|NY Jets|3
2577|Tennessee|2
2578|Cincinnati|3
2579|Baltimore|3
2580|Kansas City|4
2581|Miami|1
2582|Dallas|2
2583|New Orleans|3
2584|San Francisco|2
2585|Tampa Bay|1
2586|Seattle|1
2587|Atlanta|2
2588|Indianapolis|2
2589|Jacksonville|1
2590|Green Bay|0
2591|Philadelphia|3
2592|Houston|0
2593|Baltimore|4
2594|Minnesota|2
2595|Detroit|3
2596|Washington|5
2597|Denver|1
2598|Arizona|1
2599|Cleveland|6
2600|Oakland|1
2601|LA Rams|1
2602|San Francisco|2
2603|Pittsburgh|2
2604|LA Chargers|3
2605|NY Jets|1
2606|Chicago|1
2607|Atlanta|1
2608|Miami|0
2609|Indianapolis|2
2610|Detroit|2
2611|Buffalo|4
2612|Tennessee|2
2613|Oakland|0
2614|Seattle|2
2615|Carolina|1
2616|Cleveland|2
2617|Denver|2
2618|Dallas|2
2619|New Orleans|0
2620|LA Rams|1
2621|Kansas City|1
2622|NY Giants|1
2623|Arizona|1
2624|Tennessee|1
2625|New England|2
2626|Philadelphia|3
2627|Chicago|4
2628|NY Jets|2
2629|Washington|2
2630|Houston|3
2631|Atlanta|3
2632|Cincinnati|1
2633|Buffalo|1
2634|LA Chargers|1
2635|NY Giants|3
2636|Tampa Bay|5
2637|Denver|3
2638|LA Rams|0
2639|Jacksonville|1
2640|Pittsburgh|0
2641|Cincinnati|1
2642|San Francisco|3
2643|Cleveland|2
2644|Baltimore|3
2645|Philadelphia|2
2646|Carolina|1
2647|Kansas City|3
2648|Dallas|3
2649|Atlanta|1
2650|Indianapolis|3
2651|NY Jets|1
2652|Chicago|1
2653|NY Giants|1
2654|Oakland|4
2655|Minnesota|1
2656|Washington|2
2657|Indianapolis|2
2658|Cleveland|1
2659|Buffalo|1
2660|New Orleans|0
2661|Baltimore|3
2662|LA Chargers|4
2663|Tampa Bay|3
2664|New England|0
2665|Seattle|3
2666|Houston|3
2667|Jacksonville|0
2668|Washington|4
2669|Arizona|0
2670|NY Jets|1
2671|New England|2
2672|Oakland|3
2673|Kansas City|4
2674|Seattle|2
2675|Detroit|3
2676|LA Chargers|1
2677|Green Bay|1
2678|Philadelphia|3
2679|Minnesota|1
2680|Atlanta|3
2681|Pittsburgh|0
2682|Philadelphia|4
2683|NY Jets|3
2684|Jacksonville|1
2685|Dallas|0
2686|Detroit|3
2687|New Orleans|3
2688|Carolina|3
2689|Tennessee|0
2690|Indianapolis|1
2691|Denver|2
2692|Buffalo|2
2693|Cleveland|0
2694|Kansas City|4
2695|Green Bay|2
2696|Minnesota|0
2697|Houston|3
2698|Chicago|1
2699|Denver|4
2700|LA Rams|3
2701|Atlanta|4
2702|Miami|1
2703|Dallas|3
2704|San Francisco|2
2705|Seattle|4
2706|Cincinnati|2
2707|New Orleans|3
2708|Tampa Bay|4
2709|Chicago|2
2710|Jacksonville|2
2711|Arizona|1
2712|Tennessee|1
2713|Baltimore|1
2714|Buffalo|3
2715|Pittsburgh|3
2716|Miami|0
2717|Philadelphia|0
2718|New England|1
2719|Green Bay|2
2720|Houston|2
2721|Minnesota|2
2722|Washington|4
2723|Pittsburgh|0
2724|LA Chargers|1
2725|Tennessee|2
2726|LA Rams|0
2727|San Francisco|1
2728|Cincinnati|2
2729|Arizona|2
2730|Jacksonville|0
2731|NY Giants|0
2732|Seattle|1
2733|New England|4
2734|Carolina|0
2735|Kansas City|2
2736|Green Bay|2
2737|Dallas|1
2738|LA Rams|1
2739|Houston|0
2740|San Francisco|2
2741|Detroit|5
2742|Denver|2
2743|Miami|1
2744|Philadelphia|1
2745|Kansas City|0
2746|Buffalo|1
2747|Washington|3
2748|Tampa Bay|3
2749|NY Giants|0
2750|Carolina|0
2751|Indianapolis|2
2752|Oakland|2
2753|Denver|1
2754|Houston|5
2755|Minnesota|4
2756|Cincinnati|2
2757|Washington|1
2758|Pittsburgh|2
2759|Arizona|2
2760|LA Chargers|1
2761|Chicago|1
2762|NY Jets|3
2763|Atlanta|0
2764|New Orleans|3
2765|Seattle|1
2766|Dallas|1
2767|Baltimore|4
2768|LA Rams|1
2769|Miami|0
2770|Green Bay|3
2771|Indianapolis|2
2772|Pittsburgh|6
2773|Philadelphia|4
2774|Jacksonville|2
2775|Tennessee|2
2776|Cleveland|2
2777|Detroit|2
2778|New Orleans|2
2779|San Francisco|0
2780|New England|3
2781|Oakland|4
2782|Tampa Bay|2
2783|Carolina|5
2784|NY Giants|4
2785|Minnesota|2
2786|Miami|3
2787|LA Chargers|3
2788|Tennessee|1
2789|Washington|2
2790|Atlanta|5
2791|NY Jets|2
2792|Indianapolis|1
2793|Arizona|3
2794|San Francisco|0
2795|Tampa Bay|1
2796|Cincinnati|2
2797|Baltimore|4
2798|Denver|1
2799|Detroit|1
2800|Baltimore|1
2801|Dallas|2
2802|Carolina|4
2803|New England|3
2804|Buffalo|1
2805|Cleveland|2
2806|Chicago|1
2807|Houston|2
2808|Jacksonville|4
2809|New Orleans|2
2810|NY Giants|2
2811|Seattle|4
2812|Arizona|3
2813|Oakland|0
2814|Kansas City|3
2815|Green Bay|1
2816|Denver|0
2817|Baltimore|2
2818|Jacksonville|3
2819|New Orleans|4
2820|NY Jets|4
2821|Philadelphia|3
2822|Houston|3
2823|Kansas City|2
2824|Atlanta|3
2825|Tennessee|1
2826|Seattle|2
2827|Dallas|4
2828|Indianapolis|2
2829|Arizona|1
2830|Washington|3
2831|San Francisco|0
2832|Buffalo|1
2833|Detroit|2
2834|Pittsburgh|1
2835|Cleveland|1
2836|Houston|5
2837|New England|2
2838|Washington|3
2839|NY Giants|4
2840|Carolina|4
2841|Arizona|2
2842|LA Rams|3
2843|Oakland|1
2844|Denver|5
2845|LA Chargers|1
2846|Minnesota|1
2847|Chicago|1
2848|New England|2
2849|Jacksonville|2
2850|Carolina|2
2851|Green Bay|2
2852|NY Giants|2
2853|Cincinnati|1
2854|Buffalo|2
2855|Miami|1
2856|Tennessee|1
2857|Tampa Bay|1
2858|Seattle|3
2859|Philadelphia|2
2860|Indianapolis|2
2861|Kansas City|1
2862|Dallas|2
2863|New Orleans|1
2864|Cincinnati|5
2865|Jacksonville|3
2866|Chicago|2
2867|New England|1
2868|Houston|3
2869|Baltimore|2
2870|NY Jets|1
2871|Atlanta|2
2872|Washington|1
2873|Tampa Bay|0
2874|San Francisco|1
2875|LA Chargers|2
2876|Arizona|2
2877|Pittsburgh|0
2878|Minnesota|2
2879|San Francisco|0
2880|Miami|1
2881|Cleveland|0
2882|Detroit|1
2883|Indianapolis|5
2884|Pittsburgh|1
2885|Baltimore|1
2886|Minnesota|1
2887|Denver|3
2888|Dallas|0
2889|LA Rams|4
2890|Oakland|5
2891|Green Bay|3
2892|Carolina|1
2893|LA Chargers|4
2894|Detroit|1
2895|Chicago|3
2896|Miami|5
2897|New England|2
2898|Buffalo|1
2899|Tennessee|1
2900|NY Giants|2
2901|Washington|2
2902|New Orleans|3
2903|Oakland|2
2904|Green Bay|3
2905|Seattle|3
2906|Houston|2
2907|Arizona|0
2908|Green Bay|3
2909|LA Rams|1
2910|Jacksonville|3
2911|Philadelphia|2
2912|Detroit|3
2913|Tennessee|2
2914|Cincinnati|3
2915|Miami|2
2916|Kansas City|2
2917|NY Jets|2
2918|Atlanta|4
2919|San Francisco|1
2920|Pittsburgh|5
2921|Arizona|4
2922|Denver|2
2923|Tennessee|3
2924|Cincinnati|1
2925|Carolina|3
2926|Cleveland|2
2927|Buffalo|2
2928|Tampa Bay|1
2929|Indianapolis|0
2930|New Orleans|4
2931|Houston|2
2932|Denver|2
2933|Atlanta|2
2934|Dallas|3
2935|Chicago|2
2936|Tampa Bay|0
2937|Baltimore|2
2938|NY Giants|0
2939|Miami|2
2940|Kansas City|4
2941|Cleveland|2
2942|Minnesota|2
2943|San Francisco|3
2944|LA Rams|3
2945|LA Chargers|3
2946|Green Bay|3
2947|Oakland|4
2948|Seattle|1
2949|Baltimore|2
2950|Carolina|1
2951|Tennessee|2
2952|Washington|4
2953|Jacksonville|2
2954|Tampa Bay|2
2955|New Orleans|1
2956|NY Jets|0
2957|Philadelphia|5
2958|LA Chargers|1
2959|Pittsburgh|3
2960|Arizona|3
2961|New England|1
2962|NY Giants|0
2963|Carolina|3
2964|Kansas City|1
2965|NY Giants|1
2966|Detroit|2
2967|Minnesota|1
2968|Indianapolis|2
2969|Dallas|2
2970|Cincinnati|0
2971|Cleveland|1
2972|LA Rams|2
2973|Seattle|3
2974|San Francisco|1
2975|Washington|1
2976|Oakland|2
2977|Detroit|3
2978|Dallas|1
2979|Indianapolis|1
2980|Houston|2
2981|Chicago|0
2982|New Orleans|0
2983|Miami|1
2984|Baltimore|4
2985|Atlanta|1
2986|Buffalo|0
2987|Cleveland|2
2988|Tampa Bay|1
2989|NY Jets|2
2990|Oakland|2
2991|Denver|3
2992|Philadelphia|2
2993|Minnesota|3
2994|New England|4
2995|Green Bay|0
2996|Chicago|1
2997|New Orleans|2
2998|Jacksonville|1
2999|Baltimore|1
3000|Cincinnati|4
3001|Atlanta|3
3002|Oakland|3
3003|Arizona|2
3004|LA Chargers|1
3005|Pittsburgh|3
3006|Seattle|4
3007|NY Jets|1
3008|Kansas City|0
3009|Tennessee|2
3010|Indianapolis|2
3011|Jacksonville|5
3012|Cleveland|1
3013|Philadelphia|3
3014|Buffalo|0
3015|Miami|1
3016|Carolina|4
3017|Detroit|2
3018|San Francisco|3
3019|LA Rams|0
3020|Tampa Bay|3
3021|Green Bay|2
3022|NY Giants|1
3023|New England|0
3024|Seattle|1
3025|NY Jets|2
3026|Chicago|2
3027|Minnesota|0
3028|Cincinnati|2
3029|Baltimore|2
3030|Houston|4
3031|Kansas City|1
3032|Buffalo|2
3033|NY Giants|1
3034|Arizona|1
3035|Atlanta|2
3036|Denver|1
3037|LA Chargers|1
3038|Dallas|6
3039|Washington|3
3040|Philadelphia|1
3041|Green Bay|1
3042|Buffalo|3
3043|Cleveland|2
3044|Jacksonville|4
3045|Chicago|1
3046|Carolina|3
3047|New England|2
3048|Oakland|0
3049|Seattle|2
3050|LA Rams|0
3051|New Orleans|3
3052|Houston|2
3053|Pittsburgh|1
3054|Kansas City|3
3055|Dallas|0
3056|Cincinnati|2
3057|Philadelphia|3
3058|Tampa Bay|3
3059|Miami|0
3060|NY Jets|3
3061|Pittsburgh|0
3062|Minnesota|1
3063|Tennessee|1
3064|Indianapolis|2
3065|Atlanta|1
3066|Washington|2
3067|San Francisco|0
3068|LA Rams|2
3069|Denver|2
3070|LA Chargers|2
3071|Detroit|2
3072|Kansas City|0
3073|Pittsburgh|0
3074|Baltimore|2
3075|Philadelphia|3
3076|Arizona|2
3077|Jacksonville|4
3078|Oakland|4
3079|Atlanta|3
3080|NY Jets|2
3081|Indianapolis|2
3082|Carolina|3
3083|Seattle|3
3084|NY Giants|1
3085|New Orleans|4
3086|LA Chargers|1
3087|Houston|2
3088|Minnesota|1
3089|Chicago|0
3090|Cleveland|1
3091|Tennessee|3
3092|Philadelphia|3
3093|Arizona|4
3094|New England|3
3095|Buffalo|1
3096|Miami|4
3097|NY Jets|2
3098|San Francisco|3
3099|Dallas|1
3100|Washington|3
3101|Green Bay|1
3102|Detroit|1
3103|LA Rams|2
3104|Baltimore|0
3105|Miami|0
3106|Atlanta|3
3107|Denver|3
3108|Tampa Bay|1
3109|Pittsburgh|2
3110|New Orleans|3
3111|Cleveland|0
3112|Houston|4
3113|NY Giants|1
3114|Seattle|0
3115|Kansas City|1
3116|Cincinnati|2
3117|Oakland|1
3118|Dallas|0
3119|Chicago|1
3120|New Orleans|3
3121|Jacksonville|3
3122|LA Rams|7
3123|Detroit|3
3124|Pittsburgh|3
3125|Buffalo|3
3126|Carolina|2
3127|Cincinnati|1
3128|Tennessee|0
3129|NY Giants|2
3130|Philadelphia|4
3131|San Francisco|5
3132|Oakland|1
3133|Indianapolis|1
3134|Washington|2
3135|New England|4
3136|Tennessee|1
3137|Carolina|3
3138|Arizona|1
3139|Jacksonville|1
3140|LA Chargers|2
3141|San Francisco|3
3142|Buffalo|3
3143|NY Jets|1
3144|Baltimore|3
3145|Seattle|3
3146|Green Bay|1
3147|Kansas City|5
3148|Minnesota|2
3149|Philadelphia|2
3150|Miami|2
3151|Cleveland|1
3152|Chicago|2
3153|Detroit|2
3154|San Francisco|2
3155|Green Bay|1
3156|New England|2
3157|Tampa Bay|0
3158|LA Rams|2
3159|LA Chargers|2
3160|Pittsburgh|1
3161|NY Giants|4
3162|Indianapolis|3
3163|Kansas City|3
3164|NY Jets|0
3165|Tampa Bay|2
3166|Jacksonville|2
3167|Tennessee|5
3168|Baltimore|3
3169|Carolina|1
3170|Arizona|1
3171|New Orleans|2
3172|Dallas|0
3173|Cincinnati|0
3174|Denver|0
3175|Seattle|1
3176|Atlanta|2
3177|Washington|1
3178|Miami|1
3179|Minnesota|4
3180|Oakland|0
3181|Atlanta|4
3182|Indianapolis|3
3183|San Francisco|2
3184|LA Chargers|1
3185|Chicago|3
3186|Carolina|1
3187|Houston|1
3188|Dallas|5
3189|Pittsburgh|2
3190|Denver|2
3191|Buffalo|0
3192|LA Rams|3
3193|Baltimore|2
3194|Tampa Bay|2
3195|Atlanta|1
3196|Cincinnati|0
3197|Denver|3
3198|Indianapolis|2
3199|Arizona|3
3200|Washington|1
3201|Kansas City|1
3202|Oakland|2
3203|Detroit|4
3204|Seattle|2
3205|Cincinnati|0
3206|New Orleans|2
3207|Green Bay|4
3208|Minnesota|1
3209|LA Chargers|1
3210|Cleveland|1
3211|NY Jets|1
3212|Pittsburgh|3
3213|Houston|1
3214|NY Giants|3
3215|Dallas|1
3216|New England|2
3217|Miami|0
3218|Tennessee|2
3219|Detroit|2
3220|LA Rams|0
3221|Kansas City|3
3222|Baltimore|3
3223|Jacksonville|3
3224|Washington|1
3225|Arizona|0
3226|Tampa Bay|4
3227|Buffalo|1
3228|Cincinnati|0
3229|New England|4
3230|Philadelphia|1
3231|Atlanta|2
3232|Minnesota|2
3233|LA Chargers|2
3234|NY Giants|1
3235|Buffalo|4
3236|Chicago|2
3237|Carolina|3
3238|Tampa Bay|2
3239|Cleveland|4
3240|Tennessee|2
3241|Miami|1
3242|Seattle|2
3243|Denver|0
3244|New Orleans|2
3245|Jacksonville|1
3246|Green Bay|1
3247|Houston|3
3248|Washington|0
3249|Indianapolis|1
3250|Houston|4
3251|New England|3
3252|Kansas City|2
3253|Detroit|1
3254|San Francisco|5
3255|Denver|1
3256|Minnesota|0
3257|Tampa Bay|2
3258|Cleveland|1
3259|LA Rams|4
3260|Carolina|0
3261|NY Giants|1
3262|Philadelphia|1
3263|Pittsburgh|3
3264|New Orleans|1
3265|Minnesota|4
3266|Dallas|3
3267|San Francisco|4
3268|Indianapolis|2
3269|Oakland|0
3270|Detroit|1
3271|Green Bay|0
3272|Chicago|2
3273|NY Jets|0
3274|Washington|0
3275|Tennessee|1
3276|Seattle|2
3277|Philadelphia|3
3278|Baltimore|1
3279|New England|2
3280|Denver|2
3281|Chicago|1
3282|LA Chargers|0
3283|Miami|3
3284|NY Jets|2
3285|Baltimore|2
3286|Cincinnati|0
3287|Philadelphia|2
3288|Green Bay|1
3289|Arizona|5
3290|Houston|0
3291|LA Rams|2
3292|Tennessee|3
3293|New England|2
3294|Dallas|2
3295|Atlanta|2
3296|Indianapolis|5
3297|Minnesota|3
3298|Denver|1
3299|LA Chargers|1
3300|Buffalo|4
3301|Miami|3
3302|Detroit|2
3303|Cleveland|1
3304|Tampa Bay|5
3305|Atlanta|2
3306|LA Rams|1
3307|Jacksonville|1
3308|Seattle|0
3309|NY Giants|1
3310|Pittsburgh|2
3311|Oakland|2
3312|Houston|2
3313|NY Jets|3
3314|Green Bay|1
3315|Dallas|1
3316|Cleveland|1
3317|Washington|2
3318|Chicago|1
3319|San Francisco|2
3320|Arizona|4
3321|New Orleans|1
3322|Kansas City|2
3323|Buffalo|3
3324|Oakland|1
3325|Jacksonville|1
3326|Cincinnati|1
3327|Carolina|1
3328|New England|2
3329|Cleveland|1
3330|Cincinnati|0
3331|Washington|1
3332|Detroit|1
3333|Houston|0
3334|Tennessee|4
3335|Chicago|1
3336|Buffalo|1
3337|LA Rams|3
3338|San Francisco|1
3339|Green Bay|1
3340|Dallas|4
3341|Minnesota|3
3342|Denver|2
3343|Cincinnati|3
3344|Pittsburgh|4
3345|Tampa Bay|3
3346|Baltimore|2
3347|Jacksonville|1
3348|Kansas City|2
3349|Indianapolis|2
3350|New Orleans|3
3351|Carolina|3
3352|LA Chargers|3
3353|Oakland|1
3354|Seattle|2
3355|Denver|1
3356|LA Rams|2
3357|Atlanta|2
3358|NY Giants|1
3359|San Francisco|2
3360|Jacksonville|3
3361|NY Jets|3
3362|Detroit|4
3363|Buffalo|4
3364|Minnesota|2
3365|Chicago|2
3366|Carolina|2
3367|Indianapolis|1
3368|New England|0
3369|Philadelphia|3
3370|Tennessee|4
3371|LA Chargers|1
3372|Green Bay|2
3373|Washington|3
3374|Arizona|2
3375|Green Bay|0
3376|Miami|0
3377|NY Jets|4
3378|Dallas|1
3379|Minnesota|1
3380|Baltimore|2
3381|Atlanta|1
3382|New England|3
3383|Cleveland|1
3384|Houston|3
3385|Tampa Bay|4
3386|LA Chargers|1
3387|Arizona|4
3388|Denver|4
3389|Seattle|2
3390|Kansas City|4
3391|Tampa Bay|3
3392|Miami|1
3393|Detroit|1
3394|Philadelphia|2
3395|Pittsburgh|3
3396|NY Giants|0
3397|Indianapolis|4
3398|Cincinnati|2
3399|Cleveland|2
3400|Oakland|1
3401|LA Rams|2
3402|Dallas|1
3403|Houston|0
3404|Chicago|0
3405|Carolina|3
3406|Atlanta|2
3407|Houston|1
3408|Baltimore|3
3409|New Orleans|1
3410|Washington|2
3411|Minnesota|3
3412|NY Jets|1
3413|Arizona|1
3414|Jacksonville|3
3415|Oakland|1
3416|Kansas City|2
3417|Denver|3
3418|Tennessee|5
3419|Oakland|3
3420|Miami|1
3421|Buffalo|4
3422|Indianapolis|0
3423|Cleveland|3
3424|Minnesota|6
3425|Chicago|2
3426|LA Rams|4
3427|Green Bay|2
3428|San Francisco|1
3429|Pittsburgh|5
3430|LA Chargers|0
3431|NY Giants|1
3432|New England|3
3433|Philadelphia|3
3434|Baltimore|3
3435|Cleveland|2
3436|Buffalo|2
3437|NY Jets|4
3438|Cincinnati|2
3439|Philadelphia|2
3440|New England|6
3441|New Orleans|2
3442|Tampa Bay|1
3443|Seattle|2
3444|Washington|3
3445|Detroit|5
3446|Kansas City|5
3447|NY Jets|2
3448|NY Giants|2
3449|Tennessee|1
3450|New Orleans|2
3451|Carolina|2
3452|Jacksonville|3
3453|Philadelphia|1
3454|Houston|1
3455|San Francisco|1
3456|Seattle|3
3457|Dallas|0
3458|Miami|1
3459|Green Bay|2
3460|Arizona|1
3461|Tennessee|2
3462|Buffalo|1
3463|Chicago|3
3464|Washington|3
3465|Jacksonville|2
3466|Detroit|1
3467|Tampa Bay|3
3468|Indianapolis|1
3469|LA Rams|4
3470|San Francisco|1
3471|Atlanta|2
3472|Denver|3
3473|Carolina|1
3474|Pittsburgh|4
3475|Chicago|2
3476|Minnesota|3
3477|NY Giants|2
3478|Green Bay|0
3479|Cleveland|0
3480|New Orleans|4
3481|Houston|1
3482|Miami|2
3483|LA Chargers|5
3484|Denver|2
3485|Oakland|0
3486|Dallas|3
3487|Seattle|4
3488|Detroit|3
3489|Dallas|0
3490|Washington|2
3491|Kansas City|1
3492|Philadelphia|1
3493|NY Jets|2
3494|Atlanta|2
3495|Cincinnati|3
3496|Indianapolis|3
3497|New England|0
3498|San Francisco|2
3499|Oakland|1
3500|LA Rams|5
3501|Arizona|4
3502|Pittsburgh|1
3503|Baltimore|3
3504|Dallas|1
3505|Jacksonville|3
3506|Tennessee|2
3507|Buffalo|1
3508|NY Jets|3
3509|Baltimore|3
3510|Chicago|0
3511|Miami|1
3512|Atlanta|4
3513|Green Bay|2
3514|LA Chargers|5
3515|Arizona|2
3516|New Orleans|2
3517|Oakland|1
3518|Seattle|1
3519|Cincinnati|2
3520|Atlanta|2
3521|Carolina|1
3522|NY Giants|1
3523|Houston|2
3524|Buffalo|0
3525|Kansas City|4
3526|Tampa Bay|0
3527|Cleveland|0
3528|Cincinnati|0
3529|Denver|4
3530|LA Chargers|3
3531|Arizona|5
3532|Jacksonville|3
3533|LA Rams|0
3534|Pittsburgh|4
3535|Miami|2
3536|Indianapolis|2
3537|Detroit|2
3538|Kansas City|4
3539|Buffalo|1
3540|New Orleans|1
3541|Cleveland|1
3542|Minnesota|2
3543|NY Giants|2
3544|Carolina|1
3545|Washington|2
3546|Jacksonville|1
3547|Seattle|0
3548|San Francisco|6
3549|Pittsburgh|1
3550|Oakland|2
3551|Tampa Bay|1
3552|Baltimore|3
3553|Green Bay|0
3554|Washington|2
3555|NY Jets|0
3556|New England|3
3557|Kansas City|6
3558|Cincinnati|4
3559|Chicago|0
3560|Carolina|3
3561|New Orleans|3
3562|Tennessee|4
3563|San Francisco|1
3564|Dallas|6
3565|Arizona|1
3566|Houston|0
3567|Philadelphia|3
3568|Indianapolis|2
3569|New England|1
3570|Detroit|2
3571|Philadelphia|0
3572|Pittsburgh|0
3573|NY Giants|2
3574|Minnesota|1
3575|LA Rams|2
3576|Seattle|2
3577|Tampa Bay|1
3578|Denver|1
3579|Miami|1
3580|LA Chargers|2
3581|Tennessee|3
3582|Baltimore|2
3583|Atlanta|5
3584|Atlanta|2
3585|Tampa Bay|3
3586|Cincinnati|2
3587|Buffalo|2
3588|Tennessee|2
3589|Pittsburgh|1
3590|Houston|2
3591|San Francisco|3
3592|Jacksonville|2
3593|Kansas City|1
3594|Seattle|2
3595|Dallas|1
3596|Washington|1
3597|Chicago|3
3598|NY Jets|2
3599|LA Rams|4
3600|Philadelphia|1
3601|New Orleans|1
3602|Indianapolis|4
3603|Baltimore|2
3604|Miami|2
3605|Cleveland|1
3606|New England|2
3607|Minnesota|1
3608|NY Giants|3
3609|LA Chargers|3
3610|Denver|2
3611|Carolina|1
3612|Arizona|0
3613|Green Bay|1
3614|Detroit|3
3615|Oakland|2
